freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HR03	: 	2.61 	1.93 	7.06 	8.12 	8.79 	-18.25 	0.93 	-48.58 	63.66 	21.57 	0.57 	11.77 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HR06	: 	: 	: 	: 	: 	: 	: 	7.49 	-50.54 	56.44 	32.53 	12.15 	9.87 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU	: 	-31.05 	5.53 	4.57 	7.18 	-13.3 	5.37 	0.38 	-43.65 	16.36 	39.26 	-1.45 	-4.38 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU1	: 	43.22 	16.47 	1.59 	12.11 	1.04 	12.92 	-3.04 	-52.08 	25.79 	68.25 	11.43 	-57.18 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU12	: 	: 	: 	: 	12.11 	1.04 	12.92 	-3.04 	-52.08 	25.79 	68.25 	11.43 	-57.18 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU2	: 	-26.76 	2.37 	3.39 	8.07 	-19.22 	5.65 	-0.22 	-43.39 	18.02 	38.18 	-3.41 	0.4 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU21	: 	-30.87 	5.63 	0.43 	12.12 	-20.14 	12.6 	3.5 	-45.6 	39.22 	19.65 	5.81 	-4.38 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU22	: 	-21.2 	0.07 	5.9 	8.39 	-29.07 	4.64 	0.4 	-46.03 	11.31 	58.88 	-5.3 	3.85 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU23	: 	-32.17 	3.79 	1.53 	3.82 	1.19 	1.71 	-4.28 	-37.4 	9.73 	29.87 	-9 	-0.14 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU3	: 	-48.51 	14.46 	9.15 	3.31 	2.39 	2.81 	2.87 	-42.19 	10.22 	35.22 	0.06 	0.42 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU31	: 	-17.97 	11.56 	8.14 	2.76 	11.38 	1.88 	4.45 	-41.58 	5.71 	37.03 	1.65 	-2.81 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU32	: 	-72.87 	11.34 	9.04 	4.74 	1.21 	2.71 	-1.87 	-44.86 	14.34 	25.61 	-5.27 	2.1 
A,TOTAL,DEG3,I551-I553,PCH_PRE,HU33	: 	-57.99 	32.23 	13.08 	3.41 	-28.02 	8.1 	2.91 	-41.01 	27.31 	40.82 	0.02 	12.26 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IE	: 	: 	4.02 	-14.18 	12.28 	: 	: 	-11.48 	-13.81 	-27.49 	300.25 	4.88 	-13.63 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IE0	: 	: 	4.02 	-14.18 	12.28 	: 	: 	-11.48 	-13.81 	-27.49 	300.25 	4.88 	-13.63 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IE04	: 	: 	: 	: 	: 	: 	: 	-0.4 	-45.01 	-4.63 	224.58 	42.75 	-7.23 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IE05	: 	: 	: 	: 	: 	: 	: 	-20.43 	19.26 	-35.02 	355.43 	-11.8 	-19.64 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IE06	: 	: 	: 	: 	: 	: 	: 	-17.34 	1.78 	-45.54 	332.39 	-19.56 	-14.44 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IS	: 	13.83 	37.06 	11.75 	18.63 	: 	: 	: 	-51.54 	57.08 	67.85 	10.74 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IS0	: 	13.83 	37.06 	11.75 	18.63 	: 	: 	: 	-51.54 	57.08 	67.85 	10.74 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IS00	: 	13.83 	37.06 	11.75 	18.63 	: 	: 	: 	-51.54 	57.08 	67.85 	10.74 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,IT	: 	-1.92 	-0.24 	3.48 	3.6 	-17.05 	1.62 	2.78 	-40.94 	22.97 	33.74 	4.6 	2.59 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITC	: 	1.64 	0.96 	4.94 	3.76 	12.11 	1.56 	2.36 	-48.04 	26.53 	50.66 	3.54 	3 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITC1	: 	7.96 	2.64 	0.55 	0.61 	29.49 	2.05 	3.95 	-52.68 	22.24 	54.28 	5.02 	-0.83 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITC2	: 	-5.97 	0.59 	9.19 	6.55 	2.7 	-0.2 	0.87 	-38.87 	-14.64 	74.74 	9.9 	-0.58 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITC3	: 	3.5 	1.49 	13.5 	6.29 	-8.86 	-1.71 	-0.57 	-45.5 	49.59 	35.18 	2.69 	-2.47 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITC4	: 	0.23 	-0.19 	4.05 	4.03 	10.95 	2.68 	2.41 	-48.39 	41.83 	46.15 	0.8 	8.16 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF	: 	-5.5 	-2.07 	2.91 	3.62 	-38 	2.38 	6.67 	-45.21 	27.61 	19.39 	8.41 	0.25 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF1	: 	-7.43 	-15.5 	-0.6 	-2.49 	-25.65 	5.88 	-1.4 	-18.25 	-6.57 	39.6 	10.94 	9.22 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF2	: 	-28.29 	-9.93 	23.54 	-8.72 	-38.36 	27.3 	-0.54 	-39.35 	45.06 	-22.69 	25.25 	2.28 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF3	: 	-24.14 	-0.01 	6.2 	-1.11 	16.13 	6.7 	4.84 	-56.84 	39.67 	20.24 	3.92 	-1.61 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF4	: 	1.28 	-1.47 	1.18 	5.14 	-70.81 	-4.83 	-3.26 	-27.21 	32.11 	5.31 	1.21 	2.29 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF5	: 	2.81 	8.78 	3.5 	-1.67 	-32.62 	7.71 	-4.85 	-40.73 	30.78 	16.77 	11.14 	2.08 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITF6	: 	-3.65 	-3.17 	4.32 	8.45 	-11.7 	0.47 	20.37 	-51.96 	25.73 	27.86 	14.64 	-2.7 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITG	: 	-0.94 	7.27 	5.29 	6.72 	-38.8 	3.65 	0.41 	-53.59 	60.06 	34.09 	-2.47 	13.88 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITG1	: 	-0.84 	9.78 	-3.83 	1.48 	-51.55 	-0.73 	-1.97 	-38.8 	38.91 	25.99 	9.52 	12.29 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITG2	: 	-0.99 	6.15 	9.5 	8.84 	-33.98 	4.87 	1.04 	-57.36 	67.8 	36.54 	-5.82 	14.39 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH	: 	-2.88 	-1.62 	3.23 	3.8 	-10.56 	1.25 	2.29 	-36.9 	12.8 	37.54 	6.58 	2.16 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH1	: 	-1.18 	-1.96 	3.51 	6.13 	2.74 	2.72 	1.09 	-33.1 	3.3 	46.43 	5.5 	2.46 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH2	: 	-0.43 	-0.68 	4.39 	5.13 	-5.53 	3.26 	1.74 	-31.08 	-11.13 	55.32 	8.55 	3.39 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH3	: 	-4.08 	-1.14 	0.07 	2.4 	-17.28 	-3.27 	4.5 	-45.66 	46.74 	19.08 	7.14 	0.39 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH4	: 	-10.65 	-8.76 	5.98 	6.16 	-5.48 	9.71 	2.12 	-36.21 	26.62 	26.99 	11.96 	4.33 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITH5	: 	-8.49 	-2.48 	12.9 	-4.42 	-60.47 	6.48 	2.13 	-42.69 	29.44 	28.1 	1.09 	4.9 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITI	: 	0.97 	0.31 	2.71 	1.35 	-23.64 	1.36 	3.12 	-37.5 	35.34 	19.69 	0.92 	0.09 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITI1	: 	1.64 	0.29 	3.5 	1 	-13.29 	2.52 	0.65 	-40.49 	44.29 	19.91 	0.21 	2.22 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITI2	: 	-1.58 	1.84 	1.72 	0.87 	-54.75 	9.11 	-2.25 	-41.53 	42.03 	27.68 	2.71 	6.65 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITI3	: 	1.8 	-0.61 	3.78 	-2.59 	-1.52 	-9.12 	18.05 	-10.68 	5.23 	-0.68 	-3.99 	-16.49 
A,TOTAL,DEG3,I551-I553,PCH_PRE,ITI4	: 	0 	-0.94 	-1.59 	8.19 	-60.58 	-4.07 	17.52 	-50.24 	4.72 	71.52 	18.23 	-6.79 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LI	: 	: 	: 	: 	: 	: 	: 	-100 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LI0	: 	: 	: 	: 	: 	: 	: 	-100 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LI00	: 	: 	: 	: 	: 	: 	: 	-100 	: 	: 	: 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LT	: 	6.93 	9.88 	0.59 	11.95 	-0.6 	14.47 	7.96 	-31.48 	4.44 	29.2 	8.63 	5.68 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LT0	: 	6.93 	9.88 	0.59 	11.95 	-0.6 	14.47 	7.96 	-31.48 	4.44 	29.2 	8.63 	5.68 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LT01	: 	: 	: 	: 	6.2 	-1.93 	7.4 	7.77 	-47.75 	7.95 	39.89 	-10.42 	-0.62 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LT02	: 	: 	: 	: 	13.51 	-0.27 	16.23 	8.01 	-27.73 	3.86 	27.35 	12.25 	6.64 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LU	: 	0.36 	1.63 	10.42 	6.38 	1.99 	0.11 	-7.52 	-36.54 	31.11 	35.07 	5.84 	4.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LU0	: 	0.36 	1.63 	10.42 	6.38 	1.99 	0.11 	-7.52 	-36.54 	31.11 	35.07 	5.84 	4.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LU00	: 	0.36 	1.63 	10.42 	6.38 	1.99 	0.11 	-7.52 	-36.54 	31.11 	35.07 	5.84 	4.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LV	: 	6.26 	9.2 	0.49 	12.92 	27 	-1.61 	3.8 	-20.92 	12.43 	29.75 	15 	4.75 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LV0	: 	6.26 	9.2 	0.49 	12.92 	27 	-1.61 	3.8 	-20.92 	12.43 	29.75 	15 	4.75 
A,TOTAL,DEG3,I551-I553,PCH_PRE,LV00	: 	6.26 	9.2 	0.49 	12.92 	27 	-1.61 	3.8 	-20.92 	12.43 	29.75 	15 	4.75 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MK	: 	: 	: 	: 	: 	: 	0.99 	4.27 	-52.02 	29.12 	19.97 	6.74 	4.09 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MK0	: 	: 	: 	: 	: 	: 	0.99 	4.27 	-52.02 	29.12 	19.97 	6.74 	4.09 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MK00	: 	: 	: 	: 	: 	: 	0.99 	4.27 	-52.02 	29.12 	19.97 	6.74 	4.09 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MT	: 	14.08 	3.83 	1.92 	-3.98 	-57.95 	-5.07 	-0.28 	-56.84 	40.92 	19.84 	8.59 	5.8 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MT0	: 	14.08 	3.83 	1.92 	-3.98 	-57.95 	-5.07 	-0.28 	-56.84 	40.92 	19.84 	8.59 	5.8 
A,TOTAL,DEG3,I551-I553,PCH_PRE,MT00	: 	14.08 	3.83 	1.92 	-3.98 	-57.95 	-5.07 	-0.28 	-56.84 	40.92 	19.84 	8.59 	5.8 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL	: 	14.44 	4.22 	3.15 	0.87 	3.1 	3.43 	6.61 	-16.66 	21.93 	8.45 	3.89 	0.45 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL1	: 	8.69 	5.45 	0.33 	-0.76 	4.56 	4.5 	6.79 	-12.85 	13.35 	7.23 	1.33 	-0.41 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL11	: 	9.14 	-11.32 	18.38 	-5.23 	-0.63 	14.52 	-0.99 	0.08 	6.02 	-9.42 	-3.48 	2.93 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL12	: 	10.25 	5.26 	-2.46 	-0.8 	6.01 	4.89 	11.24 	-9.4 	8.77 	11.8 	-0.88 	2.53 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL13	: 	7.28 	7.87 	0.75 	-0.15 	4 	3 	3.97 	-17.65 	19.1 	5.23 	4.07 	-3.53 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL2	: 	22.03 	3.95 	8.71 	-5.56 	7.59 	3.49 	5.49 	-10.92 	25.05 	4.97 	4.29 	-3.24 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL21	: 	22.54 	7.7 	6.1 	-3.55 	13.04 	2.04 	4.69 	-18.57 	32.45 	6.9 	9.31 	-10.52 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL22	: 	20.51 	-0.26 	10.97 	-6.6 	2.8 	5.07 	6.28 	-3.01 	16.19 	3.59 	0.05 	3.86 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL23	: 	57.88 	21.95 	16.76 	-24.14 	-9.41 	3.96 	7.54 	-5.99 	92.07 	-5.19 	-14.79 	24.13 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL3	: 	12.15 	6.6 	1.93 	3.54 	1.67 	2.19 	7.26 	-21.74 	23.35 	15.26 	4.79 	2.36 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL31	: 	77.6 	-15.73 	24.58 	-14.12 	-18.42 	-4.19 	14.73 	-3.09 	57.61 	36.72 	-5.59 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL32	: 	-14.57 	4.43 	5.8 	3.86 	7.59 	-0.4 	5.71 	-25.45 	22.56 	10.78 	2.38 	16.57 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL33	: 	25.25 	-7.19 	0.97 	9.16 	1.96 	3.62 	15.37 	-30.53 	28.18 	25.22 	18.46 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL34	: 	23.54 	10.26 	0.65 	2.57 	-0.49 	2.99 	6.35 	-18.63 	22.65 	14.94 	3.02 	-2.97 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-19.01 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.31 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL4	: 	34.52 	-10.42 	7.92 	9.29 	-4.63 	5.59 	5.3 	-18.85 	42.44 	-8.76 	7.92 	2.91 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL41	: 	37.69 	-16.83 	10.68 	13.63 	-9.97 	-5.82 	7.99 	-15.47 	28.25 	-37.02 	35.57 	-11.22 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NL42	: 	31.89 	-4.86 	5.82 	5.86 	-0.08 	14.34 	3.6 	-21.07 	52.45 	8 	-1.64 	9.65 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO	: 	-2.38 	1.95 	2.75 	5.92 	: 	: 	: 	: 	12.46 	18.83 	-5.12 	39.43 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO0	: 	-3.1 	1.87 	3.59 	5.92 	: 	: 	: 	: 	12.46 	18.83 	-5.12 	39.43 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO02	: 	-7.48 	-3.97 	5.32 	7.04 	: 	: 	: 	: 	9.37 	17.8 	-6.42 	4.08 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO06	: 	-5.43 	-2.03 	9.14 	5.42 	: 	: 	: 	: 	19.76 	-2.61 	-7.47 	42.08 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO07	: 	2.64 	8.05 	2.11 	7.06 	: 	: 	: 	: 	17.31 	20.85 	-0.99 	144.92 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.57 	36.91 	-14.49 	-1.19 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.93 	4.1 	-4.15 	45.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.13 	22.61 	0.15 	28.36 
A,TOTAL,DEG3,I551-I553,PCH_PRE,NO0B	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.3 	89.45 	-5.22 	20.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL	: 	-1.03 	5.34 	7.11 	13.4 	-5.77 	7.41 	6.03 	-37.08 	18.92 	27.56 	1.03 	5.13 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL2	: 	-0.94 	3.7 	10.49 	16.03 	-5.84 	5.97 	7.89 	-42.62 	21.49 	41.43 	1.8 	-1.09 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL21	: 	0.74 	4.81 	10.1 	15.68 	-11.72 	2.85 	6.69 	-40.54 	21.62 	39.57 	1.65 	-0.55 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL22	: 	-10.61 	-3.55 	13.17 	18.42 	33.65 	19.76 	12.45 	-50.14 	20.94 	49.49 	2.4 	-3.26 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL4	: 	-3.15 	5.71 	2.83 	11.12 	-14.32 	9.23 	8.25 	-35.46 	24.41 	19.27 	-2.18 	6.63 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL41	: 	-2.98 	4.88 	3.28 	7.46 	-21.24 	2.04 	4.97 	-40.83 	28.1 	26.54 	0.23 	6.27 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL42	: 	-2.08 	6.59 	2.23 	12.49 	-9.39 	11.46 	9.1 	-34.6 	25.01 	18.26 	-2.17 	5.97 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL43	: 	-9.3 	1.55 	5.97 	7.76 	-36.14 	1.24 	5.35 	-35.29 	12.52 	18.29 	-6.71 	15.39 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL5	: 	-4.27 	3.92 	7 	21.75 	-2.28 	8.16 	5.39 	-41.56 	15.09 	51.3 	15.99 	6.25 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL51	: 	-4.34 	4.58 	3.81 	25.25 	20.82 	9.27 	5.35 	-41.27 	15.03 	51.68 	18.33 	6.37 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL52	: 	-4.1 	2.22 	15.44 	13.41 	-63.09 	-1.41 	5.79 	-44.23 	15.71 	47.49 	-8.04 	4.73 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL6	: 	0.3 	5.54 	10.77 	12.75 	-3.41 	7.03 	4.69 	-29.44 	12.96 	17.5 	-3.79 	10.1 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL61	: 	-0.68 	-4.08 	11.84 	19.22 	22.42 	7.53 	8.58 	-39.56 	27.46 	28.31 	-4.8 	0.77 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL62	: 	-0.14 	4.23 	4.95 	14.87 	-23.86 	6.46 	4.91 	-25.15 	7.57 	20.12 	2.94 	7.95 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL63	: 	0.85 	8.79 	14.27 	10.11 	3.16 	7.16 	3.51 	-28.48 	12 	13.29 	-6.75 	14.25 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL7	: 	: 	: 	: 	: 	: 	3.65 	7.82 	-46.03 	26.26 	42.7 	1.26 	0.28 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL71	: 	: 	: 	: 	: 	: 	0.6 	6.43 	-46.98 	21.51 	54.49 	-3.7 	-3.1 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL72	: 	: 	: 	: 	: 	: 	9.26 	10.17 	-44.47 	33.69 	25.94 	9.9 	5.45 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL8	: 	: 	: 	: 	: 	: 	5.74 	2.1 	-37.27 	14.54 	26.03 	4.95 	2.55 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL81	: 	: 	: 	: 	: 	: 	7.33 	3.09 	-41.48 	22.15 	29.89 	-0.82 	2.48 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL82	: 	: 	: 	: 	: 	: 	7.58 	-0.09 	-35.98 	12.42 	24.06 	9.42 	2.24 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL84	: 	: 	: 	: 	: 	: 	-5.7 	9.82 	-32.16 	6.54 	24.85 	0.9 	4.17 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL9	: 	: 	: 	: 	: 	: 	11.18 	5.34 	-49.21 	23.2 	51.63 	2.8 	3.36 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL91	: 	: 	: 	: 	: 	: 	2.65 	3.4 	-53.4 	14.81 	56.69 	3.04 	-1.57 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PL92	: 	: 	: 	: 	: 	: 	22.39 	7.48 	-44.78 	30.69 	47.66 	2.6 	7.48 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT	: 	12.57 b	-12.63 	10.41 	28.57 	10.82 	3.11 	4.19 	-44.22 	29.51 	43.95 	8.63 	2.97 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT1	: 	12.01 	-15.81 	9.98 	34.09 	11.14 	3.65 	4.68 	-41.26 	23.52 	42.85 	8.17 	2.21 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT11	: 	30.13 	3.07 	14.29 	38.58 	7.94 	3.79 	12.65 	-36.93 	28.89 	40.11 	4.8 	4.54 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT15	: 	16.19 	-39.8 	8.97 	57.64 	12.06 	1.37 	1.12 	-49.59 	29.11 	53.88 	6.9 	-0.05 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT16	: 	-5.44 	-3.89 	10.43 	44.13 	9.31 	5.12 	3.91 	-42.83 	22.04 	47.49 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT17	: 	-4.9 	31.21 	78.24 	27.77 	23.55 	45.89 	34.19 	-54.22 	62.93 	75.41 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT18	: 	15.74 	13.37 	8.34 	-2.21 	13.62 	5.2 	6.02 	-28.45 	14.6 	25.1 	: 	: 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.47 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.55 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.81 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.82 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.18 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT2	: 	12.21 	8.54 	16.88 	-0.23 	16.3 	14.11 	4.47 	-65.12 	113.41 	46 	9.56 	10.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT20	: 	12.21 	8.54 	16.88 	-0.23 	16.3 	14.11 	4.47 	-65.12 	113.41 	46 	9.56 	10.02 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT3	: 	18.1 	8.46 	11.03 	1.2 	5.73 	-6.89 	-1.31 	-66.73 	102.73 	56.38 	13.21 	7.4 
A,TOTAL,DEG3,I551-I553,PCH_PRE,PT30	: 	18.1 	8.46 	11.03 	1.2 	5.73 	-6.89 	-1.31 	-66.73 	102.73 	56.38 	13.21 	7.4 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO	: 	3.3 	0.49 	14.91 	10.27 	12.45 	8.76 	7.93 	-47.96 	62.86 	12.64 	10.63 	4.9 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO1	: 	7.12 	-0.94 	14.63 	14.53 	10.22 	8.91 	8.26 	-48.79 	61.83 	15.64 	8.71 	-0.03 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO11	: 	-5.35 	0.29 	12.11 	15.93 	1.37 	17.2 	8.5 	-53.58 	69.64 	19.98 	4.35 	2.79 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO12	: 	19.69 	-1.92 	16.69 	13.43 	17.3 	3.17 	8.07 	-45 	56.63 	12.5 	12.07 	-2.05 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO2	: 	-1.71 	1.33 	15.18 	9.6 	26.06 	14.98 	8.94 	-41.11 	75.38 	5.64 	13.27 	15.07 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO21	: 	-2.94 	1.61 	16.42 	10.25 	20.47 	-0.36 	13.37 	-39.45 	63.98 	14.93 	6.12 	0.31 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO22	: 	-0.25 	1 	13.75 	8.83 	32.8 	31.75 	5.28 	-42.59 	86.09 	-2.05 	20.22 	27.71 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO3	: 	14.25 	8.14 	22.74 	10.4 	14.56 	-0.66 	11.12 	-47 	78.29 	23.01 	10.24 	18.85 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO31	: 	13.84 	8.84 	23.72 	11.03 	12.59 	-1.35 	10.69 	-47.07 	77.02 	20.58 	11.11 	20.43 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO32	: 	23.57 	-6.84 	-1.41 	-9.15 	89.52 	14.9 	19.35 	-45.79 	100.48 	60.58 	0.21 	-1.48 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO4	: 	-2.12 	1.36 	13.66 	2.05 	6.41 	5.05 	5.3 	-53.29 	44.63 	10.87 	12.96 	-0.81 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO41	: 	-5.23 	1.54 	9.17 	5.52 	9.12 	7.72 	5.99 	-48.77 	43.38 	13.55 	12.1 	-0.91 
A,TOTAL,DEG3,I551-I553,PCH_PRE,RO42	: 	2.31 	1.12 	19.62 	-2.16 	2.86 	1.34 	4.28 	-60.07 	47.04 	5.84 	14.68 	-0.61 
